Battalion,Station_Area,Incident_Number,Watch_Date,City,Call_Type_Group
B08,20,33,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,20,40,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,20,63,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,20,43,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,20,46,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,20,40,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,137,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,141,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,144,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,98,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,117,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,148,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,158,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,119,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,207,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,179,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,156,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,22,143,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,122,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,114,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,123,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,124,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,133,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,145,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,156,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,133,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,160,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,149,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,153,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,23,123,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,24,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,4,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,25,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,40,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,42,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,37,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,49,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,33,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,38,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,26,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,36,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,33,27,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,34,4,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,56,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,36,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,75,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,56,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,81,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,73,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,31,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,62,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,102,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,95,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,50,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,39,85,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,122,01/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,135,02/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,145,03/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,136,04/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,108,05/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,126,06/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,122,07/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,119,08/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,133,09/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,148,10/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,152,11/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,40,124,12/01/2019 12:00:00 AM,San Francisco,Potentially Life-Threatening
B08,12,2,02/01/2019 12:00:00 AM,San Francisco,
B08,18,7,01/01/2019 12:00:00 AM,San Francisco,
B08,18,2,02/01/2019 12:00:00 AM,San Francisco,
B08,18,8,03/01/2019 12:00:00 AM,San Francisco,
B08,18,6,04/01/2019 12:00:00 AM,San Francisco,
B08,18,2,05/01/2019 12:00:00 AM,San Francisco,
B08,19,5,02/01/2019 12:00:00 AM,San Francisco,
B08,19,12,03/01/2019 12:00:00 AM,San Francisco,
B08,19,3,04/01/2019 12:00:00 AM,San Francisco,
B08,19,2,05/01/2019 12:00:00 AM,San Francisco,
B08,19,3,09/01/2019 12:00:00 AM,San Francisco,
B08,19,5,10/01/2019 12:00:00 AM,San Francisco,
B08,20,2,04/01/2019 12:00:00 AM,San Francisco,
B08,22,3,01/01/2019 12:00:00 AM,San Francisco,
B08,22,13,03/01/2019 12:00:00 AM,San Francisco,
B08,22,8,04/01/2019 12:00:00 AM,San Francisco,
B08,22,4,07/01/2019 12:00:00 AM,San Francisco,
B08,23,2,02/01/2019 12:00:00 AM,San Francisco,
B08,23,2,03/01/2019 12:00:00 AM,San Francisco,
B08,23,11,04/01/2019 12:00:00 AM,San Francisco,
B08,23,3,09/01/2019 12:00:00 AM,San Francisco,
B08,23,1,11/01/2019 12:00:00 AM,San Francisco,
B08,33,7,03/01/2019 12:00:00 AM,San Francisco,
B08,33,7,04/01/2019 12:00:00 AM,San Francisco,
B08,39,2,02/01/2019 12:00:00 AM,San Francisco,
B08,39,4,03/01/2019 12:00:00 AM,San Francisco,
B08,39,2,04/01/2019 12:00:00 AM,San Francisco,
B08,39,2,06/01/2019 12:00:00 AM,San Francisco,
B08,39,1,07/01/2019 12:00:00 AM,San Francisco,
B08,40,4,02/01/2019 12:00:00 AM,San Francisco,
B08,40,14,03/01/2019 12:00:00 AM,San Francisco,
B08,40,12,04/01/2019 12:00:00 AM,San Francisco,
B08,40,2,07/01/2019 12:00:00 AM,San Francisco,
B09,15,103,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,69,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,67,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,70,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,82,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,93,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,116,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,110,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,58,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,134,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,91,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,105,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,17,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,9,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,13,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,9,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,17,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,5,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,28,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,20,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,27,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,29,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,18,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,19,29,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,25,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,2,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,22,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,1,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,1,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,22,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,9,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,18,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,6,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,36,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,14,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,26,6,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,25,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,43,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,18,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,41,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,19,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,30,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,11,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,15,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,35,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,31,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,28,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,32,18,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,96,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,66,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,30,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,57,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,67,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,75,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,49,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,45,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,90,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,38,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,77,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,33,75,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,46,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,39,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,36,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,24,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,23,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,19,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,28,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,13,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,21,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,27,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,26,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,39,18,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,14,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,5,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,10,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,11,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,7,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,7,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,15,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,11,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,10,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,4,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,17,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,42,16,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,60,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,106,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,101,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,45,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,112,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,62,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,85,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,52,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,77,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,108,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,72,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,43,144,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,25,01/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,50,02/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,41,03/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,28,04/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,29,05/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,15,06/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,30,07/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,11,08/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,49,09/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,52,10/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,61,11/01/2019 12:00:00 AM,San Francisco,Alarm
B09,44,30,12/01/2019 12:00:00 AM,San Francisco,Alarm
B09,15,22,01/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,2,02/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,27,03/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,26,04/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,2,05/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,6,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,5,07/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,7,08/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,25,09/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,13,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,33,11/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,5,12/01/2019 12:00:00 AM,San Francisco,Fire
B09,19,3,03/01/2019 12:00:00 AM,San Francisco,Fire
B09,19,2,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,19,6,11/01/2019 12:00:00 AM,San Francisco,Fire
B09,26,14,02/01/2019 12:00:00 AM,San Francisco,Fire
B09,26,1,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,26,1,08/01/2019 12:00:00 AM,San Francisco,Fire
B09,26,1,09/01/2019 12:00:00 AM,San Francisco,Fire
B09,26,2,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,2,01/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,3,02/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,8,03/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,4,05/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,3,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,7,07/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,6,09/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,12,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,2,11/01/2019 12:00:00 AM,San Francisco,Fire
B09,32,2,12/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,47,01/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,5,02/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,16,03/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,12,04/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,2,05/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,26,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,4,07/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,4,08/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,23,09/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,9,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,17,11/01/2019 12:00:00 AM,San Francisco,Fire
B09,33,15,12/01/2019 12:00:00 AM,San Francisco,Fire
B09,39,13,03/01/2019 12:00:00 AM,San Francisco,Fire
B09,39,5,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,39,1,07/01/2019 12:00:00 AM,San Francisco,Fire
B09,39,16,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,39,1,12/01/2019 12:00:00 AM,San Francisco,Fire
B09,42,1,01/01/2019 12:00:00 AM,San Francisco,Fire
B09,42,12,04/01/2019 12:00:00 AM,San Francisco,Fire
B09,42,1,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,42,5,07/01/2019 12:00:00 AM,San Francisco,Fire
B09,42,2,09/01/2019 12:00:00 AM,San Francisco,Fire
B09,42,1,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,42,5,11/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,3,01/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,55,02/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,26,03/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,1,04/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,15,05/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,18,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,23,07/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,17,08/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,5,09/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,59,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,13,11/01/2019 12:00:00 AM,San Francisco,Fire
B09,43,7,12/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,1,01/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,1,02/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,2,05/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,12,06/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,42,07/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,26,08/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,10,09/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,4,10/01/2019 12:00:00 AM,San Francisco,Fire
B09,44,15,11/01/2019 12:00:00 AM,San Francisco,Fire
B09,15,130,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,144,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,133,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,132,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,133,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,118,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,128,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,106,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,117,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,101,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,115,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,15,145,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,23,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,14,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,11,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,19,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,19,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,16,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,6,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,20,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,6,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,4,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,14,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,19,14,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,7,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,7,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,10,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,20,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,22,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,8,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,19,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,11,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,17,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,12,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,2,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,26,5,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,48,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,51,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,41,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,33,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,50,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,37,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,27,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,46,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,49,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,50,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,31,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,32,55,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,68,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,71,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,110,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,84,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,58,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,68,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,79,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,48,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,70,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,84,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,68,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,33,90,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,34,4,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,26,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,12,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,5,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,16,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,12,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,22,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,9,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,19,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,10,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,10,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,43,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,39,10,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,17,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,23,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,26,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,16,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,8,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,25,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,25,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,22,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,40,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,25,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,34,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,42,5,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,144,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,130,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,134,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,146,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,147,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,120,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,142,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,142,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,97,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,131,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,155,11/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,43,152,12/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,37,01/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,33,02/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,27,03/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,51,04/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,36,05/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,49,06/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,43,07/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,52,08/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,36,09/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
B09,44,41,10/01/2019 12:00:00 AM,San Francisco,Non Life-threatening
